"","word","sentiment","score"
"5470","логическая несостыковка","negative",-1
"5472","логический","positive",1
"5473","логичность","positive",1
"5474","логичный","positive",1
"5475","лодырничать","negative",-1
"5476","лодырь","negative",-1
"5477","ложность","negative",-1
"5478","ложный","negative",-1
"5479","ложь","negative",-1
"5480","ломака","negative",-1
"5481","ломаного гроша не стоит","negative",-1
"5482","ломанье","negative",-1
"5483","ломаться","negative",-1
"5484","ломаться","negative",-1
"5485","ломаться","negative",-1
"5486","ломаться","negative",-1
"5488","ломкий","negative",-1
"5489","ломкость","negative",-1
"5490","лопаться","negative",-1
"5492","лопнуть","negative",-1
"5494","лопух","negative",-1
"5496","лопухнуться","negative",-1
"5497","лох","negative",-1
"5498","лохануться","negative",-1
"5499","лохотронщик","negative",-1
"5500","лохушка","negative",-1
"5501","лошара","negative",-1
"5502","лояльность","positive",1
"5503","лояльный","positive",1
"5504","лудоман","negative",-1
"5505","лудомания","negative",-1
"5506","лузер","negative",-1
"5507","лукавить","negative",-1
"5508","лукавость","positive",1
"5509","лукавство","negative",-1
"5510","лукавство","positive",1
"5511","лукавый","positive",1
"5512","лупцевать","negative",-1
"5513","лупцовка","negative",-1
"5514","лучевая болезнь","negative",-1
"5515","лучезарный","positive",1
"5516","лучик","positive",1
"5517","лучистый","positive",1
"5518","лучше не бывает","positive",1
"5519","лучше не стало","negative",-1
"5520","лучший","positive",1
"5521","лыко не вяжет","negative",-1
"5522","лысеть","negative",-1
"5523","лысина","negative",-1
"5524","лысоватый","negative",-1
"5525","лысый","negative",-1
"5526","льгота","positive",1
"5527","льготный","positive",1
"5528","льстец","negative",-1
"5529","льстивость","negative",-1
"5530","льстивый","negative",-1
"5531","льстить","negative",-1
"5532","льстить","positive",1
"5533","льстица","negative",-1
"5534","любезность","positive",1
"5535","любезный","positive",1
"5536","любимец","positive",1
"5537","любимица","positive",1
"5538","любимка","positive",1
"5539","любимчик","positive",1
"5540","любимый","positive",1
"5541","любимый","positive",1
"5542","любительство","negative",-1
"5544","любить","positive",1
"5545","любить","positive",1
"5546","любование","positive",1
"5547","любоваться","positive",1
"5548","любовный","positive",1
"5549","любовь к халяве","negative",-1
"5550","любовь","positive",1
"5551","любопытнейший","positive",1
"5552","любопытность","positive",1
"5553","любопытный","positive",1
"5554","любопытный","positive",1
"5555","любопытство","positive",1
"5556","любопытствовать","positive",1
"5557","людишки","negative",-1
"5558","людоед","negative",-1
"5559","людоедский","negative",-1
"5560","людоедство","negative",-1
"5561","люмбаго","negative",-1
"5562","лютовать","negative",-1
"5563","лютость","negative",-1
"5564","лютый","negative",-1
"5565","лямзить","negative",-1
"5566","лямка","negative",-1
